Country,Continent,Age Group,Gender,Platform,Request Type,Job Type,Referral Source,Inquiry Time,Date
Kenya,Africa,18-25,Male,Tablet,AI Assistance,,Direct Search,15:34,2024-01-27
Thailand,Asia,46-55,Female,Desktop,Demo Request,,Affiliate,11:19,2024-02-10
China,Asia,46-55,Other,Mobile,Demo Request,,Affiliate,05:32,2024-08-23
Japan,Asia,46-55,Other,Mobile,Job Placement,Software Engineer,Direct Search,02:26,2024-05-12
South Africa,Africa,18-25,Female,Mobile,Job Placement,Software Engineer,Direct Search,19:12,2024-04-20
Netherlands,Europe,56+,Other,Mobile,Job Placement,Software Engineer,Affiliate,04:19,2024-05-06
China,Asia,26-35,Other,Tablet,Job Placement,Software Engineer,Social Media,13:30,2024-11-04
France,Europe,36-45,Other,Desktop,Demo Request,,Affiliate,12:58,2025-02-10
Mexico,America,26-35,Other,Desktop,Job Type Request,Data Scientist,Word of Mouth,06:59,2024-12-01
Venezuela,America,26-35,Male,Tablet,Promotional Event,,Word of Mouth,20:32,2024-09-04
Ecuador,America,18-25,Other,Desktop,AI Assistance,,Word of Mouth,07:45,2024-11-11
Tanzania,Africa,36-45,Other,Mobile,Job Placement,AI/ML Engineer,Ads,14:11,2024-03-22
Venezuela,America,56+,Female,Tablet,Job Placement,DevOps Engineer,Direct Search,12:11,2024-10-18
Chile,America,36-45,Female,Tablet,Job Type Request,DevOps Engineer,Affiliate,14:43,2024-02-23
Switzerland,Europe,18-25,Male,Tablet,AI Assistance,,Affiliate,15:04,2025-02-25
South Korea,Asia,18-25,Female,Desktop,Promotional Event,,Direct Search,22:40,2024-06-10
Belgium,Europe,46-55,Other,Mobile,AI Assistance,,Ads,20:57,2024-10-29
China,Asia,36-45,Other,Desktop,Job Placement,Software Engineer,Ads,15:50,2024-07-25
France,Europe,36-45,Male,Mobile,AI Assistance,,Social Media,06:45,2024-04-08
Egypt,Africa,36-45,Male,Mobile,AI Assistance,,Direct Search,18:33,2024-01-12
Venezuela,America,18-25,Female,Desktop,Promotional Event,,Affiliate,09:28,2024-04-29
Egypt,Africa,18-25,Female,Tablet,Job Placement,AI/ML Engineer,Word of Mouth,07:29,2024-06-10
South Korea,Asia,46-55,Other,Mobile,Job Type Request,Software Engineer,Word of Mouth,00:19,2024-03-04
India,Asia,36-45,Other,Tablet,Promotional Event,,Social Media,14:30,2024-09-24
United Kingdom,Europe,18-25,Female,Desktop,Job Placement,Data Scientist,Direct Search,04:12,2024-03-26
Peru,America,18-25,Other,Tablet,Promotional Event,,Word of Mouth,23:41,2024-12-30
United States,America,46-55,Other,Tablet,Promotional Event,,Direct Search,10:18,2024-12-25
Peru,America,26-35,Male,Tablet,Demo Request,,Social Media,07:20,2024-04-16
Italy,Europe,26-35,Male,Desktop,Demo Request,,Affiliate,00:03,2025-02-13
Saudi Arabia,Asia,46-55,Female,Mobile,Promotional Event,,Word of Mouth,03:06,2024-03-09
Sweden,Europe,46-55,Other,Tablet,AI Assistance,,Social Media,10:48,2024-03-20
Saudi Arabia,Asia,56+,Other,Mobile,Promotional Event,,Ads,23:48,2024-07-06
Germany,Europe,36-45,Female,Desktop,Job Placement,Product Manager,Ads,01:13,2024-07-31
Venezuela,America,36-45,Male,Desktop,Job Type Request,DevOps Engineer,Direct Search,09:12,2024-07-14
Peru,America,56+,Male,Mobile,Demo Request,,Word of Mouth,23:15,2024-02-19
Thailand,Asia,26-35,Other,Desktop,AI Assistance,,Social Media,01:16,2024-02-18
Sweden,Europe,36-45,Female,Desktop,Demo Request,,Ads,15:52,2024-07-08
Norway,Europe,46-55,Female,Mobile,Job Placement,Product Manager,Affiliate,11:21,2024-11-05
Argentina,America,56+,Male,Mobile,Job Placement,Software Engineer,Ads,09:43,2024-05-30
China,Asia,46-55,Female,Desktop,Demo Request,,Direct Search,16:56,2024-07-18
South Africa,Africa,56+,Female,Tablet,Promotional Event,,Affiliate,16:25,2024-02-24
Ghana,Africa,46-55,Male,Tablet,Job Type Request,Software Engineer,Social Media,19:37,2024-10-14
Nigeria,Africa,56+,Other,Desktop,Demo Request,,Direct Search,07:22,2024-07-29
Egypt,Africa,36-45,Female,Tablet,AI Assistance,,Word of Mouth,04:23,2024-02-06
United Kingdom,Europe,26-35,Other,Desktop,Promotional Event,,Direct Search,23:19,2024-10-30
Sweden,Europe,56+,Other,Desktop,Promotional Event,,Word of Mouth,22:50,2024-04-07
United States,America,56+,Male,Tablet,Job Placement,AI/ML Engineer,Social Media,21:43,2025-02-03
Vietnam,Asia,56+,Other,Mobile,AI Assistance,,Direct Search,12:32,2024-11-17
Malaysia,Asia,18-25,Male,Mobile,Job Placement,Software Engineer,Word of Mouth,19:21,2024-07-07
Canada,America,26-35,Male,Desktop,AI Assistance,,Ads,19:16,2024-05-18
Mexico,America,56+,Female,Mobile,Demo Request,,Ads,18:09,2024-12-26
Netherlands,Europe,46-55,Female,Desktop,Promotional Event,,Word of Mouth,03:40,2024-10-30
Venezuela,America,46-55,Male,Desktop,Job Type Request,Data Scientist,Direct Search,19:02,2024-12-22
South Africa,Africa,36-45,Male,Tablet,Job Type Request,DevOps Engineer,Ads,14:57,2024-06-06
Nigeria,Africa,26-35,Other,Desktop,Job Placement,DevOps Engineer,Word of Mouth,14:57,2024-11-10
Belgium,Europe,26-35,Other,Mobile,Job Placement,Data Scientist,Direct Search,20:15,2024-03-15
Colombia,America,36-45,Other,Mobile,Demo Request,,Ads,06:26,2024-04-25
Peru,America,36-45,Female,Tablet,AI Assistance,,Affiliate,17:45,2024-12-02
Ethiopia,Africa,36-45,Male,Tablet,Promotional Event,,Ads,07:39,2024-12-29
Venezuela,America,46-55,Female,Mobile,AI Assistance,,Word of Mouth,19:10,2024-11-21
Ghana,Africa,46-55,Male,Tablet,Job Placement,DevOps Engineer,Ads,19:30,2025-02-23
Venezuela,America,18-25,Female,Tablet,Promotional Event,,Social Media,13:25,2024-04-21
Norway,Europe,46-55,Male,Tablet,AI Assistance,,Ads,03:23,2024-04-28
Tanzania,Africa,46-55,Male,Mobile,AI Assistance,,Direct Search,07:09,2024-06-02
Malaysia,Asia,36-45,Female,Desktop,Demo Request,,Word of Mouth,19:39,2024-11-17
Egypt,Africa,36-45,Other,Desktop,Job Placement,Data Scientist,Ads,11:18,2025-03-01
Switzerland,Europe,56+,Other,Desktop,Job Type Request,DevOps Engineer,Ads,06:22,2024-09-30
Vietnam,Asia,46-55,Other,Tablet,Demo Request,,Social Media,13:39,2024-01-08
Pakistan,Asia,46-55,Other,Mobile,Promotional Event,,Direct Search,17:46,2024-06-25
India,Asia,46-55,Female,Tablet,Promotional Event,,Social Media,08:44,2024-03-08
Brazil,America,46-55,Female,Desktop,Job Placement,AI/ML Engineer,Social Media,00:35,2024-04-02
Ecuador,America,46-55,Other,Mobile,Job Type Request,Software Engineer,Direct Search,00:08,2024-11-07
Italy,Europe,36-45,Female,Tablet,Job Placement,DevOps Engineer,Affiliate,13:54,2024-05-22
Morocco,Africa,36-45,Male,Tablet,Promotional Event,,Social Media,13:49,2025-01-16
Ethiopia,Africa,56+,Other,Mobile,Job Placement,DevOps Engineer,Ads,01:26,2024-11-06
Norway,Europe,56+,Male,Mobile,Job Placement,Product Manager,Direct Search,20:58,2024-07-16
Tanzania,Africa,56+,Other,Tablet,Demo Request,,Affiliate,04:18,2024-03-09
Japan,Asia,46-55,Other,Mobile,Demo Request,,Direct Search,12:00,2024-06-29
United States,America,26-35,Other,Desktop,Job Placement,Product Manager,Word of Mouth,13:40,2024-10-11
Chile,America,36-45,Other,Desktop,Demo Request,,Direct Search,12:53,2024-06-07
Norway,Europe,56+,Male,Tablet,Demo Request,,Affiliate,17:16,2024-01-29
Spain,Europe,26-35,Other,Mobile,Promotional Event,,Ads,05:55,2024-02-10
United States,America,46-55,Male,Tablet,Job Type Request,Data Scientist,Word of Mouth,20:52,2025-02-13
France,Europe,26-35,Female,Tablet,AI Assistance,,Affiliate,14:45,2024-05-13
India,Asia,26-35,Male,Mobile,Demo Request,,Direct Search,07:14,2024-03-17
Saudi Arabia,Asia,56+,Male,Tablet,Demo Request,,Direct Search,01:39,2025-01-12
Tanzania,Africa,46-55,Other,Mobile,AI Assistance,,Social Media,00:04,2024-11-15
Ethiopia,Africa,46-55,Female,Tablet,Job Placement,Product Manager,Direct Search,04:13,2024-05-20
United Kingdom,Europe,26-35,Other,Desktop,Demo Request,,Affiliate,09:06,2024-05-07
Vietnam,Asia,56+,Other,Tablet,Job Type Request,Data Scientist,Direct Search,01:49,2024-04-03
Nigeria,Africa,46-55,Female,Desktop,AI Assistance,,Ads,22:13,2025-01-11
Algeria,Africa,46-55,Male,Desktop,Job Placement,Software Engineer,Word of Mouth,01:50,2024-04-30
Switzerland,Europe,18-25,Other,Tablet,Job Placement,Product Manager,Direct Search,20:31,2024-03-01
China,Asia,26-35,Male,Mobile,Demo Request,,Social Media,16:27,2024-09-28
Argentina,America,26-35,Male,Desktop,AI Assistance,,Ads,02:43,2024-07-08
India,Asia,26-35,Female,Desktop,AI Assistance,,Social Media,19:53,2024-04-13
Indonesia,Asia,18-25,Male,Tablet,Job Type Request,Product Manager,Direct Search,01:31,2024-09-16
Morocco,Africa,36-45,Female,Tablet,Job Type Request,Software Engineer,Ads,07:57,2025-01-14
Pakistan,Asia,56+,Male,Desktop,Job Placement,Product Manager,Direct Search,15:06,2024-01-25
Algeria,Africa,36-45,Other,Desktop,Job Type Request,AI/ML Engineer,Social Media,03:04,2024-04-26
Argentina,America,26-35,Female,Desktop,Demo Request,,Direct Search,01:35,2024-11-12
United States,America,18-25,Other,Mobile,Demo Request,,Ads,20:00,2024-01-25
Vietnam,Asia,26-35,Other,Mobile,Job Type Request,AI/ML Engineer,Affiliate,08:55,2025-02-15
Thailand,Asia,56+,Female,Desktop,Job Placement,Software Engineer,Ads,21:50,2024-01-03
Mexico,America,56+,Other,Desktop,Job Placement,Product Manager,Social Media,10:43,2025-01-21
Egypt,Africa,36-45,Male,Mobile,Demo Request,,Ads,07:43,2024-05-31
Colombia,America,56+,Female,Desktop,AI Assistance,,Word of Mouth,02:37,2025-01-14
Belgium,Europe,46-55,Female,Mobile,Promotional Event,,Social Media,00:59,2024-05-02
Saudi Arabia,Asia,18-25,Other,Desktop,Job Type Request,AI/ML Engineer,Affiliate,02:07,2024-09-26
Venezuela,America,46-55,Other,Tablet,Promotional Event,,Word of Mouth,05:00,2024-09-06
Belgium,Europe,56+,Male,Desktop,Demo Request,,Word of Mouth,00:54,2024-01-23
China,Asia,36-45,Male,Tablet,Job Placement,Software Engineer,Social Media,15:15,2024-01-11
Colombia,America,36-45,Other,Mobile,AI Assistance,,Direct Search,04:13,2024-06-22
Venezuela,America,56+,Other,Tablet,Demo Request,,Ads,13:39,2024-09-16
Sweden,Europe,18-25,Male,Desktop,Promotional Event,,Affiliate,12:25,2025-01-28
Sweden,Europe,18-25,Other,Mobile,Job Type Request,Product Manager,Ads,11:30,2024-12-10
Kenya,Africa,46-55,Male,Tablet,AI Assistance,,Direct Search,09:43,2024-07-20
South Africa,Africa,46-55,Other,Desktop,AI Assistance,,Word of Mouth,15:35,2024-09-22
Algeria,Africa,36-45,Female,Tablet,Job Placement,Product Manager,Direct Search,00:37,2024-02-24
Netherlands,Europe,46-55,Male,Tablet,AI Assistance,,Word of Mouth,15:23,2024-01-05
Switzerland,Europe,46-55,Female,Desktop,Promotional Event,,Ads,21:30,2025-02-08
Canada,America,36-45,Male,Tablet,Job Type Request,AI/ML Engineer,Direct Search,00:02,2025-02-06
Argentina,America,26-35,Male,Desktop,AI Assistance,,Ads,18:49,2024-11-22
Ghana,Africa,36-45,Other,Tablet,Demo Request,,Word of Mouth,06:24,2025-02-26
Ethiopia,Africa,36-45,Other,Tablet,AI Assistance,,Direct Search,19:00,2024-11-29
Canada,America,26-35,Other,Mobile,AI Assistance,,Ads,00:52,2024-11-11
Indonesia,Asia,36-45,Male,Desktop,AI Assistance,,Social Media,04:56,2025-02-19
Indonesia,Asia,56+,Other,Tablet,Job Type Request,AI/ML Engineer,Direct Search,22:20,2025-01-28
Venezuela,America,36-45,Female,Desktop,Job Placement,Software Engineer,Social Media,18:26,2024-08-20
Norway,Europe,56+,Other,Tablet,Job Type Request,AI/ML Engineer,Ads,06:49,2024-04-22
China,Asia,46-55,Female,Desktop,Job Type Request,Product Manager,Word of Mouth,01:48,2024-02-02
Peru,America,56+,Female,Mobile,AI Assistance,,Social Media,23:10,2024-03-11
United Kingdom,Europe,26-35,Male,Tablet,Job Type Request,DevOps Engineer,Ads,16:08,2024-05-19
Malaysia,Asia,46-55,Other,Desktop,Demo Request,,Word of Mouth,09:29,2025-01-31
Tanzania,Africa,26-35,Other,Mobile,Promotional Event,,Social Media,19:19,2025-01-30
China,Asia,36-45,Other,Desktop,Job Type Request,DevOps Engineer,Word of Mouth,07:11,2024-08-24
Brazil,America,18-25,Other,Desktop,Demo Request,,Social Media,14:38,2024-12-06
South Korea,Asia,18-25,Other,Tablet,Promotional Event,,Word of Mouth,02:45,2024-04-27
Pakistan,Asia,26-35,Female,Mobile,Job Placement,AI/ML Engineer,Direct Search,20:12,2025-02-27
Peru,America,36-45,Male,Tablet,Job Type Request,AI/ML Engineer,Word of Mouth,06:54,2025-02-13
Vietnam,Asia,18-25,Other,Desktop,Promotional Event,,Direct Search,05:04,2024-01-17
Saudi Arabia,Asia,26-35,Other,Tablet,Job Type Request,Software Engineer,Social Media,22:22,2024-09-23
China,Asia,18-25,Other,Desktop,Job Placement,Product Manager,Ads,23:45,2025-01-20
Argentina,America,36-45,Female,Mobile,Job Type Request,Data Scientist,Social Media,18:31,2024-01-12
Algeria,Africa,26-35,Female,Tablet,AI Assistance,,Word of Mouth,19:47,2024-02-26
Ghana,Africa,18-25,Male,Mobile,Job Type Request,DevOps Engineer,Direct Search,02:00,2024-09-04
Spain,Europe,26-35,Other,Desktop,Job Placement,Product Manager,Affiliate,09:31,2024-01-19
Indonesia,Asia,18-25,Male,Desktop,Promotional Event,,Affiliate,23:41,2024-06-15
Ghana,Africa,46-55,Female,Mobile,AI Assistance,,Ads,12:43,2024-11-06
Uganda,Africa,46-55,Female,Desktop,Job Type Request,Product Manager,Affiliate,07:33,2024-10-18
Morocco,Africa,36-45,Other,Desktop,Demo Request,,Direct Search,05:30,2024-11-09
Indonesia,Asia,56+,Male,Mobile,AI Assistance,,Ads,16:44,2024-08-14
China,Asia,46-55,Female,Mobile,Demo Request,,Affiliate,12:32,2025-01-22
Spain,Europe,46-55,Other,Desktop,Demo Request,,Ads,05:43,2024-02-05
Sweden,Europe,56+,Other,Mobile,Demo Request,,Word of Mouth,08:13,2024-11-29
Brazil,America,36-45,Female,Desktop,Promotional Event,,Word of Mouth,07:04,2025-01-27
Norway,Europe,36-45,Other,Desktop,Promotional Event,,Direct Search,06:03,2024-04-17
Canada,America,26-35,Male,Desktop,Promotional Event,,Affiliate,04:38,2024-12-08
Morocco,Africa,56+,Female,Desktop,Job Type Request,Data Scientist,Affiliate,22:05,2024-09-22
Argentina,America,36-45,Other,Desktop,Promotional Event,,Affiliate,18:15,2024-04-18
Mexico,America,46-55,Other,Tablet,Job Type Request,Data Scientist,Word of Mouth,12:32,2024-08-28
Venezuela,America,26-35,Other,Tablet,Promotional Event,,Direct Search,22:35,2024-12-01
South Korea,Asia,26-35,Female,Mobile,Promotional Event,,Word of Mouth,10:07,2024-07-27
Japan,Asia,56+,Female,Desktop,Demo Request,,Direct Search,10:11,2024-03-22
South Korea,Asia,56+,Other,Desktop,Job Placement,Product Manager,Affiliate,04:22,2024-07-12
Colombia,America,36-45,Female,Tablet,Promotional Event,,Affiliate,18:10,2024-02-15
Morocco,Africa,36-45,Male,Desktop,Job Placement,Software Engineer,Affiliate,14:33,2024-05-04
United States,America,56+,Other,Mobile,Job Type Request,Software Engineer,Ads,16:03,2024-04-14
Ethiopia,Africa,18-25,Male,Tablet,Job Placement,DevOps Engineer,Direct Search,16:50,2024-04-06
Uganda,Africa,36-45,Female,Desktop,AI Assistance,,Social Media,19:14,2024-08-15
Ecuador,America,56+,Male,Desktop,AI Assistance,,Word of Mouth,11:27,2025-02-15
South Korea,Asia,26-35,Male,Mobile,Job Type Request,DevOps Engineer,Direct Search,23:48,2024-02-01
Norway,Europe,56+,Female,Mobile,Job Placement,Product Manager,Social Media,22:25,2024-01-18
Colombia,America,46-55,Female,Tablet,Promotional Event,,Affiliate,09:45,2024-06-23
Norway,Europe,18-25,Other,Mobile,Job Type Request,Data Scientist,Ads,21:04,2024-02-09
China,Asia,26-35,Other,Desktop,AI Assistance,,Ads,05:40,2024-07-20
Germany,Europe,18-25,Other,Mobile,Promotional Event,,Word of Mouth,21:07,2025-01-07
Germany,Europe,56+,Other,Tablet,Demo Request,,Direct Search,22:35,2024-07-02
India,Asia,18-25,Female,Desktop,Promotional Event,,Social Media,14:23,2024-05-08
Saudi Arabia,Asia,46-55,Male,Mobile,Demo Request,,Social Media,15:58,2024-03-23
Colombia,America,56+,Female,Mobile,Job Placement,Product Manager,Word of Mouth,14:44,2025-01-23
South Africa,Africa,18-25,Male,Tablet,Promotional Event,,Social Media,20:57,2024-09-14
Kenya,Africa,18-25,Female,Mobile,Promotional Event,,Affiliate,06:56,2024-02-16
Tanzania,Africa,26-35,Male,Desktop,Job Type Request,Product Manager,Word of Mouth,21:31,2024-02-21
Canada,America,18-25,Female,Mobile,AI Assistance,,Social Media,04:21,2024-07-17
China,Asia,36-45,Male,Tablet,Job Type Request,AI/ML Engineer,Direct Search,14:42,2024-11-20
Belgium,Europe,18-25,Female,Desktop,Job Type Request,AI/ML Engineer,Direct Search,06:58,2024-04-28
Switzerland,Europe,46-55,Other,Mobile,Demo Request,,Affiliate,22:45,2025-01-22
Tanzania,Africa,36-45,Other,Desktop,AI Assistance,,Ads,06:40,2024-04-06
Chile,America,18-25,Other,Tablet,Job Placement,Product Manager,Direct Search,12:12,2024-11-10
Norway,Europe,46-55,Male,Mobile,Demo Request,,Direct Search,00:01,2024-04-30
Argentina,America,56+,Other,Mobile,Demo Request,,Affiliate,17:25,2024-06-19
United Kingdom,Europe,36-45,Male,Tablet,AI Assistance,,Direct Search,00:06,2024-02-23
China,Asia,46-55,Female,Desktop,Promotional Event,,Affiliate,03:15,2024-02-04
Ecuador,America,56+,Female,Tablet,AI Assistance,,Direct Search,19:44,2024-09-23
South Africa,Africa,18-25,Female,Mobile,Promotional Event,,Word of Mouth,22:44,2024-06-17
Morocco,Africa,56+,Male,Tablet,Promotional Event,,Ads,03:56,2024-10-27
Sweden,Europe,46-55,Male,Desktop,Promotional Event,,Direct Search,12:00,2024-02-22
Pakistan,Asia,26-35,Female,Tablet,AI Assistance,,Social Media,18:36,2024-08-24
Morocco,Africa,18-25,Other,Mobile,Promotional Event,,Direct Search,13:56,2024-02-03
Ethiopia,Africa,46-55,Male,Desktop,Promotional Event,,Direct Search,11:21,2024-03-20
Tanzania,Africa,26-35,Male,Tablet,Demo Request,,Direct Search,08:06,2025-02-13
Vietnam,Asia,18-25,Other,Tablet,Job Type Request,DevOps Engineer,Affiliate,20:01,2024-12-26
United States,America,56+,Other,Desktop,Promotional Event,,Ads,18:01,2024-11-09
Japan,Asia,56+,Male,Mobile,Job Type Request,DevOps Engineer,Social Media,08:36,2025-01-03
France,Europe,36-45,Female,Desktop,Demo Request,,Affiliate,13:31,2024-10-10
Italy,Europe,26-35,Female,Desktop,Promotional Event,,Word of Mouth,00:37,2024-04-22
Germany,Europe,36-45,Other,Tablet,Promotional Event,,Word of Mouth,00:21,2024-09-29
Peru,America,18-25,Male,Desktop,AI Assistance,,Ads,18:52,2024-09-20
Italy,Europe,18-25,Other,Tablet,Demo Request,,Word of Mouth,22:27,2024-02-21
South Korea,Asia,36-45,Other,Desktop,Job Placement,Data Scientist,Affiliate,12:01,2025-02-14
Japan,Asia,26-35,Other,Tablet,Promotional Event,,Word of Mouth,05:31,2024-11-14
Nigeria,Africa,56+,Male,Tablet,AI Assistance,,Word of Mouth,20:33,2024-12-30
China,Asia,46-55,Female,Tablet,Promotional Event,,Affiliate,14:40,2024-10-29
Nigeria,Africa,36-45,Other,Mobile,Job Placement,Data Scientist,Word of Mouth,07:09,2024-01-12
Colombia,America,36-45,Male,Tablet,Job Type Request,AI/ML Engineer,Affiliate,02:35,2024-03-12
Mexico,America,36-45,Other,Desktop,Job Placement,Data Scientist,Social Media,12:23,2024-04-19
Belgium,Europe,46-55,Female,Desktop,AI Assistance,,Affiliate,23:44,2024-04-13
Saudi Arabia,Asia,46-55,Other,Mobile,AI Assistance,,Social Media,00:58,2024-11-07
Vietnam,Asia,18-25,Male,Mobile,Job Placement,DevOps Engineer,Ads,23:22,2024-07-21
Thailand,Asia,46-55,Other,Mobile,Job Type Request,AI/ML Engineer,Social Media,05:34,2024-06-08
Canada,America,36-45,Male,Desktop,Promotional Event,,Ads,12:16,2024-09-22
Thailand,Asia,26-35,Other,Desktop,Demo Request,,Affiliate,13:53,2024-11-16
Italy,Europe,18-25,Male,Desktop,Promotional Event,,Affiliate,16:36,2024-12-23
Chile,America,26-35,Other,Desktop,Demo Request,,Word of Mouth,11:27,2024-07-21
Japan,Asia,46-55,Male,Tablet,Job Placement,Software Engineer,Ads,18:10,2025-01-19
Vietnam,Asia,46-55,Male,Mobile,Demo Request,,Affiliate,09:17,2024-07-12
South Africa,Africa,18-25,Other,Tablet,Job Placement,Product Manager,Ads,03:11,2024-02-02
Tanzania,Africa,26-35,Female,Tablet,AI Assistance,,Direct Search,07:49,2024-01-04
China,Asia,46-55,Other,Tablet,Job Placement,DevOps Engineer,Direct Search,20:05,2024-04-25
Spain,Europe,36-45,Female,Tablet,Job Placement,DevOps Engineer,Affiliate,08:10,2024-08-26
Brazil,America,46-55,Female,Desktop,Job Placement,Product Manager,Affiliate,05:14,2025-02-09
United States,America,26-35,Male,Desktop,Demo Request,,Word of Mouth,15:18,2024-01-05
Ethiopia,Africa,36-45,Other,Desktop,AI Assistance,,Social Media,13:23,2024-05-18
